country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_0to2_f_25plus_pc,ed_isced_3to5_f_25plus_pc,ed_isced_6to8_f_25plus_pc,ed_isced_0to2_m_25plus_pc,ed_isced_3to5_m_25plus_pc,ed_isced_6to8_m_25plus_pc,ed_isced_0to2_25plus_pc,ed_isced_3to5_25plus_pc,ed_isced_6to8_25plus_pc,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_0to2_m_45to64_pc,ed_isced_0to2_f_45to64_pc,ed_isced_3to5_m_45to64_pc,ed_isced_3to5_f_45to64_pc,ed_isced_6to8_m_45to64_pc,ed_isced_6to8_f_45to64_pc,ed_isced_0to2_45to64_pc,ed_isced_3to5_45to64_pc,ed_isced_6to8_45to64_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64,fuacode,fuaname,area_km_sq
Portugal,620,2011,151007,Seixal,Major City and Close Suburbs,PT170,18052,28334,86136,6816,14126,41856,11236,14208,44280,13.621889,21.380602,64.997513,10.853848,22.494347,66.651802,16.114967,20.377489,63.507545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.1056,158269,132522,25747,,24433,75916,62798,13118,,11065,82353,69724,12629,,13368,,8726,11254,11872,10075,9806,8503,12097,12960,11579,11217,17229,23351,24832,21654,21023,,,,,,,PT001,Lisboa,95.45169830322266
Portugal,620,2011,151102,Sesimbra,Outskirts of Major City,PT170,5153,8572,27160,1953,4155,13776,3200,4417,13384,12.603644,20.966124,66.430229,9.8219671,20.896198,69.281837,15.23737,21.032331,63.730297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.91556,49500,40885,8615,,7751,24317,19884,4433,,3563,25183,21001,4182,,4188,,2590,3641,4109,3253,2728,2452,3837,4299,3361,2864,5042,7478,8408,6614,5592,,,,,,,PT001,Lisboa,195.7174987792969
Portugal,620,2011,151103,Sesimbra,Outskirts of Major City,PT170,5153,8572,27160,1953,4155,13776,3200,4417,13384,12.603644,20.966124,66.430229,9.8219671,20.896198,69.281837,15.23737,21.032331,63.730297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.91556,49500,40885,8615,,7751,24317,19884,4433,,3563,25183,21001,4182,,4188,,2590,3641,4109,3253,2728,2452,3837,4299,3361,2864,5042,7478,8408,6614,5592,,,,,,,PT001,Lisboa,195.7174987792969
Portugal,620,2011,151207,Setúbal,Major City and Close Suburbs,PT170,15256,20350,66022,6132,10002,31926,9124,10348,34096,15.011611,20.02401,64.964378,12.759051,20.811485,66.429466,17.032557,19.317503,63.64994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.14758,121185,101628,19557,,21906,57986,48060,9926,,9344,63199,53568,9631,,12562,,6319,8030,9185,7631,7551,6188,8294,9578,8585,8361,12507,16324,18763,16216,15912,,,,,,,PT001,Lisboa,230.3251037597656
Portugal,620,2011,151208,Setúbal,Major City and Close Suburbs,PT170,15256,20350,66022,6132,10002,31926,9124,10348,34096,15.011611,20.02401,64.964378,12.759051,20.811485,66.429466,17.032557,19.317503,63.64994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.14758,121185,101628,19557,,21906,57986,48060,9926,,9344,63199,53568,9631,,12562,,6319,8030,9185,7631,7551,6188,8294,9578,8585,8361,12507,16324,18763,16216,15912,,,,,,,PT001,Lisboa,230.3251037597656
Portugal,620,2011,151209,Setúbal,Major City and Close Suburbs,PT170,15256,20350,66022,6132,10002,31926,9124,10348,34096,15.011611,20.02401,64.964378,12.759051,20.811485,66.429466,17.032557,19.317503,63.64994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.14758,121185,101628,19557,,21906,57986,48060,9926,,9344,63199,53568,9631,,12562,,6319,8030,9185,7631,7551,6188,8294,9578,8585,8361,12507,16324,18763,16216,15912,,,,,,,PT001,Lisboa,230.3251037597656
Portugal,620,2011,151210,Setúbal,Major City and Close Suburbs,PT170,15256,20350,66022,6132,10002,31926,9124,10348,34096,15.011611,20.02401,64.964378,12.759051,20.811485,66.429466,17.032557,19.317503,63.64994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.14758,121185,101628,19557,,21906,57986,48060,9926,,9344,63199,53568,9631,,12562,,6319,8030,9185,7631,7551,6188,8294,9578,8585,8361,12507,16324,18763,16216,15912,,,,,,,PT001,Lisboa,230.3251037597656
Portugal,620,2011,151302,Sines,Rural and Towns,PT181,1257,2371,8542,496,1153,4362,761,1218,4180,10.328677,19.482334,70.188988,8.2515392,19.181501,72.566963,12.355902,19.775938,67.868164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.033844,14238,12170,2068,,2504,7029,6011,1018,,1102,7209,6159,1050,,1402,,883,990,1023,1052,961,704,1016,1045,1106,886,1587,2006,2068,2158,1847,,,,,,,,,203.3016967773438
Portugal,620,2011,160102,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160104,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160105,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160106,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160108,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160109,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160113,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160115,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160121,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160122,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160123,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160124,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160125,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160128,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160130,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160131,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160133,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160142,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160144,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160145,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160146,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
Portugal,620,2011,160149,Arcos de Valdevez,Rural and Towns,PT111,1306,2131,16831,454,960,7703,852,1171,9128,6.443655,10.514111,83.042236,4.9797082,10.529779,84.490509,7.6405702,10.5013,81.858131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.043777,22847,20268,2579,,7057,10429,9117,1312,,2795,12418,11151,1267,,4262,,1039,1179,1278,1333,1493,1041,1194,1291,1541,1822,2080,2373,2569,2874,3315,,,,,,,,,447.59619140625
